Inf,Name,Position,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Ciro Immobile,ST (C),33,4,4,12,17,12,4,16,12,4,4,12,19,7,12,14,19,15,14,12,12,18,12,15,19,3,16,11,18,13,13,16,11,14,13,14,13,148,165
,Dani Carvajal,D/WB (R),31,11,14,13,10,13,8,10,11,13,13,13,9,15,12,17,15,18,13,13,14,14,12,14,17,15,16,12,18,15,14,17,8,14,14,16,13,155,162
,Gavi,M (C)/ AM (LC),18,12,13,14,11,15,11,6,11,8,12,15,9,13,15,19,15,19,14,14,14,16,15,13,16,12,16,15,18,14,17,15,6,16,13,14,11,156,161
,Mikel Oyarzábal,AM (RLC)/ ST (C),26,14,12,15,15,14,14,12,12,12,13,15,19,12,16,13,14,13,14,14,14,14,14,17,15,13,14,16,16,12,14,14,13,14,12,13,14,152,167
,Aymeric Laporte,D (C),29,6,9,12,8,13,10,16,11,8,14,15,11,14,15,14,14,15,16,13,16,12,10,12,11,16,16,14,13,11,10,13,16,15,13,14,15,149,170
Wnt,Guido Rodríguez,DM/ M (C),29,10,11,12,8,15,8,12,10,8,14,14,8,17,12,12,16,12,14,14,15,14,12,12,13,18,17,13,16,12,13,15,12,13,12,13,12,149,162
,Wojciech Szczęsny,GK,33,2,1,3,1,10,1,6,1,3,2,11,2,2,8,12,13,15,17,12,12,13,7,18,4,14,10,10,11,10,15,11,17,12,12,12,15,152,169
,Ante Rebić,AM (L)/ ST (C),29,6,10,13,13,14,8,14,13,7,6,14,10,8,14,15,14,15,13,12,14,7,12,9,14,8,14,14,14,12,13,14,12,9,13,12,14,135,156
Inj,Presnel Kimpembe,D (C),27,3,8,9,5,12,4,14,5,7,15,11,9,15,12,17,14,18,14,12,12,14,8,13,9,14,15,9,15,12,11,13,13,15,12,13,14,138,162
,Raphinha,M (R)/ AM (RL),26,15,14,16,13,16,14,8,15,11,8,14,14,11,16,14,14,14,13,12,14,13,15,8,16,8,12,14,15,16,16,14,7,11,15,14,9,154,163
,Marcus Thuram,AM (L)/ ST (C),25,4,11,17,14,16,6,13,14,4,5,14,13,7,16,13,14,12,13,10,12,11,17,8,15,6,13,14,12,16,14,16,14,15,17,14,16,157,170
Wnt,José Gayà,D/WB/M/AM (L),28,14,14,14,8,15,14,5,11,8,12,14,13,14,15,12,15,13,14,14,16,14,14,16,16,14,15,15,15,16,16,13,7,14,16,15,11,153,160
,Unai Simón,GK,26,5,1,1,1,13,10,13,1,1,1,12,4,3,13,9,13,12,15,12,14,13,3,12,2,15,13,14,12,13,14,7,15,9,13,12,12,153,168
,Mikel Merino,DM/ M (C),27,8,11,14,10,14,10,14,12,8,14,16,10,13,15,15,13,15,13,15,14,14,13,12,14,14,15,16,15,12,13,13,14,16,13,17,16,153,159
,Iago Aspas,AM (RC)/ ST (C),35,12,12,15,16,15,15,13,15,6,5,14,16,6,16,12,16,16,16,14,16,13,17,19,17,8,18,15,14,14,14,15,11,17,12,11,7,149,160
,Rodrigo De Paul,M/AM (RC),29,15,15,15,13,15,14,8,15,3,10,15,15,12,15,13,15,14,14,13,14,13,15,15,13,10,15,15,14,14,14,14,9,15,14,14,12,148,160
,Randal Kolo Muani,AM (RL)/ ST (C),24,6,9,14,14,15,7,13,10,6,6,13,15,6,15,13,14,12,14,12,13,13,16,9,16,6,12,14,12,17,15,14,15,16,17,14,13,152,160
Wnt,Marcos Llorente,WB (R)/ DM/ M (RC)/ AM (C),28,9,11,12,12,12,8,13,11,7,11,14,11,15,14,13,15,13,15,14,14,14,9,12,13,12,16,13,16,13,11,11,10,18,14,16,15,152,163
Inj,Mislav Oršić,M/AM (L)/ ST (C),30,16,11,11,16,12,14,7,18,4,6,11,14,8,13,6,11,5,11,11,9,11,13,4,16,11,10,11,14,16,16,14,10,16,17,12,8,137,143
Wnt,Denzel Dumfries,D/WB/M (R),27,11,13,12,12,12,4,15,11,13,10,12,11,14,12,17,13,14,12,9,12,14,11,9,17,11,13,11,14,17,14,15,15,15,18,15,15,151,158
,Andrew Robertson,D/WB (L),29,14,16,12,5,15,9,10,5,13,14,14,7,14,14,17,14,15,15,14,15,14,11,15,14,13,16,12,17,16,14,13,9,17,16,18,12,151,165
nEU,Henrikh Mkhitaryan,DM/ M/AM (C),34,11,12,13,13,16,11,10,14,7,10,15,13,13,16,14,16,13,14,14,16,15,14,10,15,11,15,14,12,13,14,13,8,18,14,15,10,156,165
,Dejan Kulusevski,M (R)/ AM (RC),23,11,14,16,11,15,9,7,11,4,4,17,11,7,16,7,15,8,13,12,15,13,15,6,15,6,15,16,15,13,14,17,12,14,14,18,16,160,165
,Aleksandar Mitrović,ST (C),28,3,10,13,16,14,6,17,7,5,9,13,14,9,14,16,14,17,13,13,14,12,13,14,17,6,15,12,15,12,11,16,17,13,12,15,19,150,155
,Xavi Simons,M/AM (C),20,12,11,16,12,16,13,9,12,5,8,15,13,9,16,15,13,12,14,12,13,15,16,10,13,9,14,15,14,15,16,12,10,15,15,15,9,153,170
,Konrad Laimer,D/WB (R)/ DM/ M (C),26,6,11,13,10,12,7,8,12,8,13,13,8,17,13,17,14,18,12,14,13,16,11,13,13,13,19,12,20,14,14,12,9,13,15,17,12,149,154
,Richarlison,AM (RL)/ ST (C),26,10,11,13,13,12,9,14,11,8,6,12,12,12,15,15,12,13,11,12,10,12,14,9,12,10,13,10,16,15,14,12,11,15,15,17,13,145,166
,Granit Xhaka,DM/ M (C),30,13,12,12,11,16,15,12,17,7,11,18,12,13,17,15,15,16,16,12,14,14,13,17,11,12,17,16,16,10,10,15,13,16,12,17,14,154,160
,Joël Matip,D (C),31,4,7,15,5,15,5,16,3,8,15,14,5,14,14,13,15,14,15,15,15,12,11,8,10,16,15,11,14,13,14,12,16,13,14,14,14,145,158
,Jorginho,DM/ M (C),31,11,12,12,8,17,11,7,9,2,10,16,15,14,16,10,17,14,16,14,16,13,13,14,15,14,17,16,15,11,14,14,9,12,12,14,9,147,165
,Cody Gakpo,AM (RLC)/ ST (C),24,14,14,15,13,15,12,12,14,5,7,14,11,7,14,9,13,11,15,14,12,12,14,13,14,8,14,13,14,15,15,14,12,12,14,13,12,153,164
,Cristian Romero,D (C),25,5,6,9,8,13,4,16,5,4,16,14,8,18,14,20,18,15,16,15,15,14,8,16,6,16,14,11,17,14,14,14,14,15,14,14,15,162,178
,Pierre-Emerick Aubameyang,AM (RL)/ ST (C),34,5,10,14,15,14,11,12,14,2,5,12,15,6,14,10,15,12,14,12,11,8,17,13,17,8,12,13,8,14,14,15,14,13,14,12,10,138,170
Wnt,Fabián,DM/ M/AM (C),27,8,12,14,13,16,9,11,15,9,12,16,11,14,16,11,14,12,14,12,15,11,15,11,14,14,15,15,13,12,12,16,14,15,11,15,12,151,157
,Isco,M/AM (RLC),31,14,12,16,12,18,13,9,15,7,5,17,15,8,19,10,12,8,12,12,12,10,18,12,12,8,10,18,12,11,13,17,7,12,11,12,13,146,180
,Roberto Firmino,AM (RC)/ ST (C),31,8,12,14,13,17,8,12,10,7,11,13,12,12,17,13,14,10,16,12,13,11,16,10,14,11,17,15,15,13,13,16,10,17,12,14,13,141,175
Yth,Lamine Yamal,AM (RL),15,11,15,18,12,17,11,8,12,7,5,15,11,7,18,9,12,11,13,12,13,14,19,7,16,5,13,16,10,16,18,14,10,14,15,11,9,147,176
,Martín Zubimendi,DM/ M (C),24,9,10,13,11,16,8,14,13,10,15,16,12,14,15,14,14,12,13,15,15,9,8,12,7,14,16,14,15,12,13,12,11,15,11,14,14,150,153
,Ángel Correa,M (R)/ AM (RLC)/ ST (C),28,13,11,15,13,15,9,8,11,10,5,14,11,6,16,11,14,11,14,12,14,11,17,10,16,8,12,14,14,14,16,14,6,16,14,12,11,143,162
,Yann Sommer,GK,34,1,4,7,4,12,3,6,7,12,6,13,6,6,12,13,13,15,15,14,13,14,10,16,8,17,15,12,13,11,16,12,13,18,11,12,11,156,160
,Nahuel Molina,D/WB/M (R),25,12,14,13,11,13,11,8,12,13,12,14,6,13,14,13,13,14,13,14,13,12,13,11,16,12,13,14,15,15,15,12,8,15,15,14,12,148,162
,Keylor Navas,GK,36,6,1,3,3,10,7,9,3,3,2,10,6,2,8,11,14,15,13,17,15,14,8,12,3,14,14,8,15,12,16,14,12,16,13,14,13,147,167
,Édouard Mendy,GK,31,6,3,1,3,10,9,8,2,1,1,12,4,1,11,10,14,12,13,13,14,10,8,10,1,15,13,8,10,12,16,14,17,15,11,14,16,145,165
,Federico Dimarco,D (LC)/ WB/M (L),25,16,18,11,12,15,16,11,17,11,13,15,13,12,15,12,14,17,16,16,15,14,15,13,15,14,18,13,17,14,14,13,10,15,14,12,11,157,160
,Kalidou Koulibaly,D (C),32,4,6,10,10,12,4,16,6,6,17,13,6,17,11,15,14,18,10,10,13,9,8,13,10,16,16,10,15,12,9,15,15,13,15,14,19,147,170
Inj,Oleksandr Zinchenko,D/WB (L)/ DM/ M (C),26,12,13,14,10,15,13,12,13,9,11,15,9,13,16,13,15,12,15,13,14,16,13,14,16,11,16,15,16,14,14,14,10,13,13,14,10,155,165
,James Rodríguez,AM (RLC),31,17,17,15,16,18,15,12,17,7,6,17,14,7,18,9,16,10,18,11,17,11,18,13,15,8,15,19,10,10,12,14,10,12,10,12,11,146,175
Inj,Thiago,DM/ M (C),32,10,12,15,7,17,11,9,10,4,11,16,11,13,17,14,15,12,16,13,14,13,17,13,14,12,14,17,14,12,16,14,9,12,10,13,8,149,173
,Viktor Gyökeres,ST (C),25,6,10,14,17,14,7,12,12,6,6,11,16,8,13,17,14,14,15,13,13,16,13,7,14,9,14,13,19,15,12,14,13,20,15,19,18,158,166
,Exequiel Palacios,DM/ M (C),24,11,10,13,10,15,10,8,11,6,12,16,15,16,15,16,16,16,16,13,13,14,12,12,12,13,14,16,16,12,13,14,8,12,13,16,12,151,155
,Diogo Costa,GK,23,4,2,3,3,11,8,5,1,3,1,14,6,3,13,14,13,14,16,14,14,12,11,10,3,14,14,14,13,11,15,12,13,14,11,11,13,155,155
Wnt,Álvaro Morata,ST (C),30,5,11,13,15,14,10,16,14,5,5,13,14,8,15,14,16,13,12,13,14,12,14,12,16,5,17,13,17,15,14,14,14,13,15,14,13,148,166
,Raúl Albiol,D (C),37,4,10,8,9,12,6,15,11,12,16,12,9,16,12,11,14,17,14,14,16,11,6,14,9,16,17,12,16,8,11,16,15,13,10,13,15,148,161
Frt,Piotr Zieliński,M/AM (C),29,14,15,12,13,16,12,7,15,4,8,17,14,8,17,10,15,11,13,10,14,9,15,10,14,11,15,15,12,13,14,12,9,16,13,12,11,151,160
,Callum Wilson,ST (C),31,6,8,13,18,13,6,12,10,4,4,13,16,7,13,10,15,14,17,13,15,13,11,13,16,8,14,12,18,16,14,14,10,12,12,13,16,147,155
,Luke Shaw,D (LC)/ WB (L),27,15,14,14,8,15,14,13,6,10,14,15,8,13,14,13,15,13,15,14,15,8,10,13,15,15,15,13,14,15,15,14,13,13,15,15,16,153,162
,Mason Mount,M (C)/ AM (RLC),24,14,11,10,13,14,13,7,11,3,6,13,14,10,13,15,13,15,13,11,13,16,13,11,16,13,16,11,19,13,12,9,8,15,14,18,9,147,160
,Hugo Lloris,GK,36,5,3,5,1,8,7,9,3,1,4,8,1,10,10,15,16,17,7,13,13,13,6,15,6,14,15,9,14,11,15,11,13,15,10,14,13,135,170
,James Maddison,M (LC)/ AM (RLC),26,12,14,17,14,15,16,5,14,4,7,16,14,11,17,8,13,12,15,12,14,13,16,12,14,11,13,17,14,13,16,17,8,15,13,13,10,159,163
nEU,Bremer,D (C),26,4,6,9,12,11,4,16,7,5,17,13,5,17,12,14,17,14,13,15,14,14,7,9,7,13,13,12,14,13,12,14,16,16,13,14,18,155,164
,Reece James,D (RC)/ WB (R),23,12,15,10,11,13,13,13,10,8,12,11,11,13,14,16,12,18,15,13,15,15,12,13,11,12,13,10,15,14,11,16,9,14,13,13,17,153,160
,Mehdi Taremi,ST (C),30,5,11,14,14,15,8,13,11,8,6,14,17,8,15,15,15,14,15,14,16,12,15,12,14,7,14,14,13,12,14,14,14,16,13,14,14,149,156
Ret,Marouane Fellaini,DM/ M/AM (C)/ ST (C),35,8,8,7,12,13,8,16,10,13,14,12,14,15,13,17,14,17,13,14,14,13,12,8,15,14,18,8,12,9,11,18,17,16,12,12,17,131,150
,Dani Olmo,M (C)/ AM (RLC),25,14,12,17,12,17,14,8,12,6,8,16,14,10,17,12,16,12,16,13,14,12,17,10,15,10,16,17,14,13,16,15,9,11,12,15,10,155,162
,Marco Asensio,AM (RLC),27,15,15,15,15,17,15,8,18,7,5,16,14,8,17,9,15,12,14,12,14,13,17,10,13,10,13,16,14,15,15,12,10,16,14,14,12,150,163
,Artem Dovbyk,ST (C),26,6,8,10,15,14,10,16,11,8,7,10,13,9,12,12,15,15,14,14,13,15,12,11,17,8,16,13,16,14,13,15,16,18,14,15,17,147,147
,Álex Baena,M (C)/ AM (RLC),21,12,12,14,14,15,14,10,13,12,8,16,11,9,16,15,12,11,11,12,14,2,14,13,11,10,11,14,11,13,14,13,8,15,13,13,11,144,164
,Gabriel Martinelli,AM (RL)/ ST (C),22,14,12,15,14,15,10,13,8,3,5,12,11,5,16,14,13,14,13,12,13,15,15,6,16,7,16,13,17,17,16,14,11,13,16,16,11,160,170
FrA,Alex Teixeira,AM (LC)/ ST (C),33,7,7,14,12,15,7,7,12,5,5,12,13,5,15,9,13,11,14,10,14,14,15,12,14,7,10,11,10,13,13,11,6,14,13,11,7,122,155
,Ferran Torres,AM (RL)/ ST (C),23,8,13,15,14,15,11,11,12,7,6,12,12,7,15,10,13,12,12,13,13,14,14,9,16,7,12,13,13,15,14,14,12,15,15,13,13,148,155
,Alexandre Lacazette,ST (C),32,5,11,14,15,15,11,13,12,3,5,12,15,5,15,10,14,12,14,14,14,10,14,15,16,7,15,12,13,13,14,15,10,13,13,13,12,139,161
,Thomas Lemar,WB (L)/ M/AM (LC),27,16,15,14,12,15,16,6,13,2,7,16,14,6,16,9,12,10,13,12,12,13,16,10,14,8,14,15,15,15,15,11,7,12,14,13,9,142,165
,Robin Le Normand,D (C),26,8,7,9,7,12,10,15,10,11,14,14,10,16,14,14,15,14,14,15,15,12,8,14,7,14,15,8,14,13,13,13,16,16,14,15,16,150,152
,Julian Brandt,M/AM (RLC),27,14,13,15,12,17,14,7,14,6,8,16,11,8,17,8,13,10,15,12,13,9,16,7,13,8,12,16,12,13,15,12,10,12,14,15,10,154,158
,Stanislav Lobotka,DM/ M (C),28,6,11,13,7,16,6,6,9,7,12,17,8,17,16,13,14,15,17,16,14,13,13,10,10,14,17,13,14,13,15,16,7,15,12,16,10,151,159
,Sandro Tonali,DM/ M (C),23,14,13,13,9,15,13,9,12,9,13,14,12,15,15,15,15,16,15,15,14,14,12,14,13,14,17,14,16,13,14,15,9,14,14,15,14,150,165
,Nicolò Zaniolo,AM (RLC)/ ST (C),24,13,11,16,13,14,9,12,16,6,5,12,12,5,14,18,11,14,15,9,9,16,15,6,13,9,9,13,12,15,13,15,13,13,16,14,17,142,155
Inj,Nabil Fekir,AM (RLC)/ ST (C),29,15,13,16,10,17,15,6,14,7,6,16,12,6,17,14,13,13,13,13,15,14,16,16,14,8,12,16,11,12,15,17,5,12,12,13,17,145,158
,Brais Méndez,M (C)/ AM (RC),26,15,15,13,15,16,16,10,13,10,6,15,11,10,15,9,15,10,16,15,15,10,14,11,15,11,16,15,15,13,15,10,12,13,13,14,11,148,155
Inj,Anthony Martial,AM (L)/ ST (C),27,5,9,15,15,16,8,12,12,4,5,14,15,5,16,5,13,8,15,11,13,6,15,6,12,6,14,10,6,13,15,16,9,12,14,14,13,136,170
,Nacho,D (RLC),33,7,11,10,10,13,8,14,8,13,15,13,7,15,10,15,15,14,13,14,14,12,9,13,12,14,16,10,17,13,13,14,11,15,13,14,15,142,155
Wnt,Marc Guéhi,D (C),22,5,7,13,9,14,7,13,8,9,14,13,8,15,15,11,14,13,14,14,13,13,11,15,9,15,13,11,14,15,15,14,14,16,14,14,14,151,158
,Harry Maguire,D (C),30,5,7,10,8,13,8,17,7,10,15,13,14,15,13,12,13,17,13,12,12,9,9,15,7,16,14,12,12,10,8,13,17,17,12,17,17,145,158
Wnt,Axel Witsel,D (C)/ DM/ M (C),34,8,9,13,9,15,8,13,11,9,13,15,14,13,15,11,18,13,18,19,14,11,8,13,12,12,18,13,13,10,11,17,14,18,10,14,14,144,160
Trn,Hakim Ziyech,M/AM (RLC),30,14,14,14,10,16,16,10,14,7,6,16,13,6,17,13,17,13,13,10,10,12,17,11,12,6,12,17,12,13,16,12,10,15,11,14,8,140,160
Loa,Éric Bailly,D (C),29,5,4,12,5,12,5,14,5,8,14,12,5,16,12,16,15,18,10,9,10,11,8,7,8,14,12,7,12,14,13,15,14,8,15,14,16,130,150
,Yan Couto,D/WB/M/AM (R),21,11,15,14,9,13,7,7,10,10,11,14,9,9,14,11,13,12,13,12,13,10,15,9,14,11,13,14,12,13,14,14,4,14,14,13,9,145,160
Inj,Tyler Adams,D/WB (R)/ DM/ M (C),24,5,10,11,6,13,5,8,8,11,13,13,5,15,12,16,15,15,12,13,12,13,9,13,12,14,15,12,18,14,14,14,10,17,13,17,12,142,151
,Kepa Arrizabalaga,GK,28,4,3,2,1,11,6,2,3,2,2,11,2,1,11,8,14,10,14,15,13,11,1,10,5,12,13,11,12,9,15,12,14,12,12,12,12,138,160
,Fred,DM/ M (C),30,10,11,14,9,15,10,8,7,6,12,14,7,12,15,12,15,15,15,10,12,12,13,14,18,13,17,14,17,17,16,14,5,15,9,18,11,144,150
,Alejandro Balde,D/WB/M/AM (L),19,8,13,14,9,14,9,8,9,10,11,12,8,12,14,12,13,13,11,11,12,12,13,7,15,11,13,14,14,17,16,12,9,15,17,14,10,149,179
,Brahim Díaz,AM (RC),23,12,12,16,13,15,9,6,12,7,7,15,12,8,16,9,14,14,13,14,12,15,15,8,15,9,14,15,14,16,16,13,7,13,14,12,6,150,159
,Krzysztof Piątek,ST (C),28,6,7,10,14,13,8,14,10,6,6,12,16,7,12,13,15,15,15,14,14,10,10,12,15,6,12,11,14,13,12,16,14,12,10,13,12,125,145
Inj,Rodrigo Bentancur,DM/ M (C),26,12,12,14,10,15,12,12,11,7,14,16,8,15,14,16,15,13,15,13,14,10,11,10,10,16,14,14,16,12,14,14,13,14,13,15,14,150,164
nEU,Ruben Loftus-Cheek,DM/ M/AM (C),27,7,10,13,11,14,6,12,13,9,11,15,9,13,14,12,13,15,14,14,14,12,11,12,14,13,17,14,15,13,12,16,14,12,14,14,17,150,156
,Giorgi Mamardashvili,GK,22,4,1,1,1,9,7,1,3,1,1,14,4,2,10,10,12,14,12,14,11,12,2,12,1,13,13,11,12,10,14,13,15,11,11,13,15,148,161
Inj,André-Franck Zambo Anguissa,DM/ M (C),27,4,10,15,11,16,5,12,11,4,12,16,9,16,15,14,16,14,14,14,14,15,16,12,16,14,14,13,15,14,13,18,12,15,14,15,16,151,162
,Giovanni Di Lorenzo,D/WB (R),29,4,13,11,11,12,3,17,12,11,14,13,10,16,11,15,14,16,13,13,12,15,6,15,14,13,17,11,17,15,14,15,14,19,16,18,14,151,159
,Yassine Bounou,GK,32,4,1,2,1,7,6,8,1,1,3,9,1,2,9,7,13,14,14,15,14,11,6,11,4,15,15,8,13,10,13,9,15,11,13,11,14,148,155
,Edmond Tapsoba,D (C),24,3,7,12,7,12,8,13,7,8,16,15,15,15,13,13,14,13,16,13,13,13,10,12,8,16,14,14,12,13,12,16,15,13,14,13,15,150,156
,Stefan Savić,D (C),32,6,7,8,8,11,5,12,8,9,14,12,8,13,10,14,16,14,15,14,14,13,8,13,7,14,15,11,14,12,11,9,12,10,11,13,13,134,155
,Enner Valencia,ST (C),33,6,7,14,15,13,11,14,12,8,4,12,16,4,14,17,12,16,13,10,9,15,14,15,15,7,16,11,12,14,15,15,10,16,16,12,13,130,150
,Rúben Neves,DM/ M (C),26,14,13,12,11,14,14,9,15,7,11,17,16,13,16,13,15,12,15,13,14,14,11,14,11,14,16,17,15,12,13,14,11,14,11,14,12,146,165
,Benjamin Mendy,D/WB (L),28,11,15,14,8,13,9,12,11,15,12,14,10,14,14,14,12,13,13,12,13,12,13,13,14,11,14,12,15,14,11,14,13,12,15,13,16,138,160
,Aaron Ramsdale,GK,25,2,3,1,2,12,6,6,2,2,3,12,3,2,12,12,13,16,12,12,12,15,10,13,9,12,15,13,10,8,15,12,14,11,7,12,15,149,160
,Franck Kessié,DM/ M (C),26,4,6,11,12,11,5,9,10,7,14,12,17,14,11,16,13,16,13,13,13,15,8,14,12,14,17,11,16,12,12,16,10,17,14,17,17,147,165
Lst,Christian Eriksen,DM/ M/AM (C),31,14,14,10,13,17,14,2,13,2,3,16,15,5,16,7,13,6,14,13,15,14,14,8,12,6,16,16,11,9,11,11,7,17,10,11,6,136,170
Inj,Francesco Acerbi,D (C),35,4,9,7,9,11,6,17,5,6,16,13,9,17,12,15,17,17,12,17,13,17,11,14,9,14,17,12,18,10,10,15,16,19,11,17,17,152,155
,Joselu,ST (C),33,5,9,12,16,15,10,15,12,6,7,13,13,10,13,10,14,14,15,13,13,6,13,6,14,7,14,12,15,12,13,12,15,11,13,14,15,139,147
,Lucas Vázquez,D/WB/M/AM (R),32,14,13,12,11,13,11,10,11,8,12,13,12,13,13,15,15,14,11,14,14,12,14,11,14,13,15,11,15,14,15,15,7,14,13,15,11,139,156
,Matheus Nunes,M (C)/ AM (RC),24,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,13,13,15,8,14,14,16,14,16,14,13,13,12,17,14,16,14,149,161
,Diogo Jota,AM (RL)/ ST (C),26,7,12,15,16,14,9,14,11,5,8,13,11,9,15,13,14,12,14,13,14,15,15,5,14,9,14,13,14,16,15,13,11,14,15,13,11,155,166
,Gabriel,D (C),25,4,7,10,6,12,4,17,6,7,15,13,7,16,13,16,14,16,12,13,14,11,8,11,9,15,16,13,14,13,13,14,17,13,15,16,17,156,160
Trn,Matteo Guendouzi,M (C),24,7,14,14,9,15,11,12,11,5,12,15,7,15,16,14,14,15,12,12,13,12,14,12,14,13,15,15,16,14,15,14,11,13,14,16,12,143,160
Wnt,David Neres,M/AM (RL),26,14,14,18,13,17,10,8,12,7,5,16,10,5,17,12,14,11,13,9,12,11,20,5,16,6,11,15,8,16,16,15,9,8,14,12,11,149,157
,Emre Can,D (C)/ DM/ M (C),29,8,8,12,10,14,10,14,14,11,13,15,16,15,15,17,13,16,15,12,12,15,13,14,11,13,13,13,16,12,10,16,13,14,16,15,16,141,155
,Jarrad Branthwaite,D (RLC),21,3,6,10,7,12,7,15,5,9,11,10,6,14,12,14,13,17,15,13,12,11,13,11,11,13,13,12,14,13,12,13,18,13,12,13,13,145,160
,Clément Lenglet,D (C),28,9,10,11,8,13,9,15,8,10,15,14,8,15,13,12,15,12,13,12,12,12,10,12,10,14,15,12,14,12,13,13,15,14,14,15,14,140,150
,Niclas Füllkrug,ST (C),30,4,8,12,16,13,12,16,12,6,7,13,19,7,13,15,16,16,15,14,13,14,12,15,15,7,15,13,16,12,11,16,16,14,12,13,16,147,150
,Matt Turner,GK,29,4,3,7,3,7,8,1,3,2,3,8,4,1,7,6,12,14,12,14,13,13,6,8,1,15,11,9,10,11,15,6,12,6,10,12,14,138,145
,Marcel Sabitzer,DM/ M/AM (C),29,11,12,12,12,13,15,10,16,7,12,14,16,13,13,16,14,15,13,12,13,15,13,13,16,13,16,14,17,12,12,12,10,16,14,16,12,148,156
,Jordan Henderson,DM/ M (C),33,10,12,11,8,14,10,10,9,9,14,14,10,14,14,14,15,16,15,15,15,17,11,19,13,15,18,13,18,12,12,14,12,14,13,14,14,145,165
Inj,Ismaël Bennacer,DM/ M (C),25,13,12,15,9,16,13,7,14,6,13,16,10,15,15,12,14,15,15,14,14,13,13,12,12,15,16,14,15,14,15,16,7,15,13,13,11,151,159
Sus,Ivan Toney,ST (C),27,4,11,14,16,14,12,15,13,5,4,12,19,7,14,15,12,14,15,13,14,14,13,14,12,9,15,13,15,14,13,14,15,14,15,14,15,150,155
,Alexander Isak,ST (C),23,7,9,17,15,15,8,12,10,6,5,13,16,6,17,11,15,13,15,12,14,12,17,7,16,6,14,15,14,17,15,15,14,14,16,14,12,156,166
,Leandro Trossard,AM (RLC)/ ST (C),28,14,12,15,14,14,12,6,13,4,6,14,13,4,16,13,12,13,13,14,13,11,15,8,15,9,13,15,13,16,15,13,6,12,15,13,9,154,157
,Uğurcan Çakır,GK,27,4,1,1,1,10,7,8,1,1,3,10,1,2,10,10,14,13,13,13,12,15,5,14,3,14,13,9,13,8,16,13,14,14,9,14,13,135,150
,Enzo Fernández,DM/ M/AM (C),22,12,12,13,12,15,9,7,16,8,10,16,14,14,16,15,14,13,14,13,14,13,14,12,17,13,15,17,14,12,14,16,10,17,12,16,13,158,174
Wnt,David De Gea,GK,32,6,3,3,1,13,8,1,2,2,3,7,2,2,8,5,14,11,8,12,13,14,5,14,10,15,9,5,12,13,17,12,15,17,13,13,13,139,178
Wnt,Dani Parejo,DM/ M/AM (C),34,12,14,12,12,15,16,8,15,8,8,17,17,13,14,11,15,11,15,11,15,13,13,15,12,13,14,16,15,8,9,12,10,15,9,10,10,139,159
Inj,Íñigo Martínez,D (C),32,7,7,9,8,12,12,14,16,7,15,15,7,15,15,17,15,16,14,11,11,14,13,14,7,17,15,13,15,14,12,13,12,12,13,13,15,139,165
,Divock Origi,ST (C),28,6,11,14,13,14,9,12,14,8,7,13,13,7,14,10,12,11,13,12,12,6,13,8,13,7,13,13,12,13,14,15,13,11,15,14,14,137,154
,Dominik Livaković,GK,28,2,1,1,3,10,5,7,3,3,3,13,1,9,9,4,16,15,14,10,14,11,8,14,4,16,14,11,9,12,16,12,15,13,8,12,13,144,151
,Bernd Leno,GK,31,1,1,2,1,10,5,6,1,1,3,10,3,3,9,8,14,14,12,14,10,10,4,9,6,13,16,7,12,13,16,14,14,14,10,12,12,145,163
,Christian Bassogog,AM (RL)/ ST (C),27,10,11,16,10,13,8,6,7,6,5,10,10,5,14,10,10,10,9,8,11,9,17,7,11,6,9,8,10,16,13,12,8,13,15,9,12,121,140
,César Azpilicueta,D (RLC)/ WB (RL),33,8,15,12,6,11,7,10,9,11,14,13,8,15,15,15,15,15,14,16,15,16,8,17,11,14,17,10,16,10,12,11,10,15,11,12,12,139,165
,Wissam Ben Yedder,ST (C),32,10,12,15,16,16,13,11,12,3,4,14,17,4,17,9,14,10,16,13,14,13,15,14,15,8,12,14,12,13,15,14,8,14,12,13,12,142,154
Wnt,Noussair Mazraoui,D (RL)/ WB (R)/ DM/ M (RC),25,8,12,14,9,15,7,11,12,12,11,14,10,14,15,13,12,15,13,12,13,10,15,11,14,12,16,14,16,14,15,12,11,10,14,15,10,149,155
,Gregor Kobel,GK,25,2,1,9,5,11,6,7,6,10,6,12,4,6,11,16,15,16,13,13,13,16,10,16,8,16,12,12,16,9,16,12,18,12,10,12,15,156,162
,Ebere Eze,M (C)/ AM (LC),25,14,13,17,13,15,13,6,13,5,6,15,13,7,17,8,13,8,16,13,13,13,17,9,14,9,15,15,13,13,16,16,9,13,13,12,13,152,155
,Youssef En-Nesyri,ST (C),26,8,10,12,13,12,8,14,12,6,4,11,11,5,12,9,14,15,14,12,11,11,12,13,15,5,12,10,14,14,12,11,15,15,14,13,13,142,159
,Nicolas Pépé,AM (RL),28,12,12,17,13,15,15,8,16,2,6,12,15,5,16,6,15,12,13,8,12,5,18,5,16,8,12,12,12,13,18,13,8,11,14,12,10,133,159
