Inf,Name,Media Description,Age,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,CA,PA
,Mikel Oyarzábal,Winger,26,14,12,15,15,14,14,12,12,12,13,15,19,12,16,13,14,13,14,14,14,14,14,17,15,13,14,16,16,12,14,14,13,14,12,13,14,152,167
Wnt,Guido Rodríguez,Defensive midfielder,29,10,11,12,8,15,8,12,10,8,14,14,8,17,12,12,16,12,14,14,15,14,12,12,13,18,17,13,16,12,13,15,12,13,12,13,12,149,162
,Ante Rebić,Winger,29,6,10,13,13,14,8,14,13,7,6,14,10,8,14,15,14,15,13,12,14,7,12,9,14,8,14,14,14,12,13,14,12,9,13,12,14,135,156
Wnt,Denzel Dumfries,Attacking full back,27,11,13,12,12,12,4,15,11,13,10,12,11,14,12,17,13,14,12,9,12,14,11,9,17,11,13,11,14,17,14,15,15,15,18,15,15,151,158
Wnt,Marcos Llorente,Midfielder,28,9,11,12,12,12,8,13,11,7,11,14,11,15,14,13,15,13,15,14,14,14,9,12,13,12,16,13,16,13,11,11,10,18,14,16,15,152,163
Inj,Mislav Oršić,Winger,30,16,11,11,16,12,14,7,18,4,6,11,14,8,13,6,11,5,11,11,9,11,13,4,16,11,10,11,14,16,16,14,10,16,17,12,8,137,143
,Andrew Robertson,Full-back,29,14,16,12,5,15,9,10,5,13,14,14,7,14,14,17,14,15,15,14,15,14,11,15,14,13,16,12,17,16,14,13,9,17,16,18,12,151,165
,Dejan Kulusevski,Attacking midfielder,23,11,14,16,11,15,9,7,11,4,4,17,11,7,16,7,15,8,13,12,15,13,15,6,15,6,15,16,15,13,14,17,12,14,14,18,16,160,165
nEU,Henrikh Mkhitaryan,Veteran midfielder,34,11,12,13,13,16,11,10,14,7,10,15,13,13,16,14,16,13,14,14,16,15,14,10,15,11,15,14,12,13,14,13,8,18,14,15,10,156,165
Ret,Marouane Fellaini,Veteran midfielder,35,8,8,7,12,13,8,16,10,13,14,12,14,15,13,17,14,17,13,14,14,13,12,8,15,14,18,8,12,9,11,18,17,16,12,12,17,131,150
,Luke Shaw,Full-back,27,15,14,14,8,15,14,13,6,10,14,15,8,13,14,13,15,13,15,14,15,8,10,13,15,15,15,13,14,15,15,14,13,13,15,15,16,153,162
,Marco Asensio,Cultured winger,27,15,15,15,15,17,15,8,18,7,5,16,14,8,17,9,15,12,14,12,14,13,17,10,13,10,13,16,14,15,15,12,10,16,14,14,12,150,163
,Jorginho,Defensive midfielder,31,11,12,12,8,17,11,7,9,2,10,16,15,14,16,10,17,14,16,14,16,13,13,14,15,14,17,16,15,11,14,14,9,12,12,14,9,147,165
,Cody Gakpo,Winger,24,14,14,15,13,15,12,12,14,5,7,14,11,7,14,9,13,11,15,14,12,12,14,13,14,8,14,13,14,15,15,14,12,12,14,13,12,153,164
Inj,Oleksandr Zinchenko,Full-back,26,12,13,14,10,15,13,12,13,9,11,15,9,13,16,13,15,12,15,13,14,16,13,14,16,11,16,15,16,14,14,14,10,13,13,14,10,155,165
,James Rodríguez,Midfield orchestrator,31,17,17,15,16,18,15,12,17,7,6,17,14,7,18,9,16,10,18,11,17,11,18,13,15,8,15,19,10,10,12,14,10,12,10,12,11,146,175
,Pierre-Emerick Aubameyang,Veteran striker,34,5,10,14,15,14,11,12,14,2,5,12,15,6,14,10,15,12,14,12,11,8,17,13,17,8,12,13,8,14,14,15,14,13,14,12,10,138,170
,Reece James,Strong full-back,23,12,15,10,11,13,13,13,10,8,12,11,11,13,14,16,12,18,15,13,15,15,12,13,11,12,13,10,15,14,11,16,9,14,13,13,17,153,160
,Federico Dimarco,Attacking full back,25,16,18,11,12,15,16,11,17,11,13,15,13,12,15,12,14,17,16,16,15,14,15,13,15,14,18,13,17,14,14,13,10,15,14,12,11,157,160
Yth,Lamine Yamal,Wonderkid,15,11,15,18,12,17,11,8,12,7,5,15,11,7,18,9,12,11,13,12,13,14,19,7,16,5,13,16,10,16,18,14,10,14,15,11,9,147,176
,Cristian Romero,Centre-back,25,5,6,9,8,13,4,16,5,4,16,14,8,18,14,20,18,15,16,15,15,14,8,16,6,16,14,11,17,14,14,14,14,15,14,14,15,162,178
,Konrad Laimer,Tenacious midfielder,26,6,11,13,10,12,7,8,12,8,13,13,8,17,13,17,14,18,12,14,13,16,11,13,13,13,19,12,20,14,14,12,9,13,15,17,12,149,154
,Nahuel Molina,Attacking full back,25,12,14,13,11,13,11,8,12,13,12,14,6,13,14,13,13,14,13,14,13,12,13,11,16,12,13,14,15,15,15,12,8,15,15,14,12,148,162
,Raúl Albiol,Veteran centre-back,37,4,10,8,9,12,6,15,11,12,16,12,9,16,12,11,14,17,14,14,16,11,6,14,9,16,17,12,16,8,11,16,15,13,10,13,15,148,161
,Martín Zubimendi,Defensive midfielder,24,9,10,13,11,16,8,14,13,10,15,16,12,14,15,14,14,12,13,15,15,9,8,12,7,14,16,14,15,12,13,12,11,15,11,14,14,150,153
,Isco,Midfield orchestrator,31,14,12,16,12,18,13,9,15,7,5,17,15,8,19,10,12,8,12,12,12,10,18,12,12,8,10,18,12,11,13,17,7,12,11,12,13,146,180
,Artem Dovbyk,Powerful striker,26,6,8,10,15,14,10,16,11,8,7,10,13,9,12,12,15,15,14,14,13,15,12,11,17,8,16,13,16,14,13,15,16,18,14,15,17,147,147
,Roberto Firmino,Striker,31,8,12,14,13,17,8,12,10,7,11,13,12,12,17,13,14,10,16,12,13,11,16,10,14,11,17,15,15,13,13,16,10,17,12,14,13,141,175
,Dani Olmo,Attacking midfielder,25,14,12,17,12,17,14,8,12,6,8,16,14,10,17,12,16,12,16,13,14,12,17,10,15,10,16,17,14,13,16,15,9,11,12,15,10,155,162
,Richarlison,Striker,26,10,11,13,13,12,9,14,11,8,6,12,12,12,15,15,12,13,11,12,10,12,14,9,12,10,13,10,16,15,14,12,11,15,15,17,13,145,166
Frt,Piotr Zieliński,Cultured midfielder,29,14,15,12,13,16,12,7,15,4,8,17,14,8,17,10,15,11,13,10,14,9,15,10,14,11,15,15,12,13,14,12,9,16,13,12,11,151,160
Wnt,Álvaro Morata,Striker,30,5,11,13,15,14,10,16,14,5,5,13,14,8,15,14,16,13,12,13,14,12,14,12,16,5,17,13,17,15,14,14,14,13,15,14,13,148,166
,Mason Mount,Attacking midfielder,24,14,11,10,13,14,13,7,11,3,6,13,14,10,13,15,13,15,13,11,13,16,13,11,16,13,16,11,19,13,12,9,8,15,14,18,9,147,160
nEU,Bremer,Centre-back,26,4,6,9,12,11,4,16,7,5,17,13,5,17,12,14,17,14,13,15,14,14,7,9,7,13,13,12,14,13,12,14,16,16,13,14,18,155,164
,Joël Matip,Centre-back,31,4,7,15,5,15,5,16,3,8,15,14,5,14,14,13,15,14,15,15,15,12,11,8,10,16,15,11,14,13,14,12,16,13,14,14,14,145,158
,Kalidou Koulibaly,Solid centre-back,32,4,6,10,10,12,4,16,6,6,17,13,6,17,11,15,14,18,10,10,13,9,8,13,10,16,16,10,15,12,9,15,15,13,15,14,19,147,170
,James Maddison,Attacking midfielder,26,12,14,17,14,15,16,5,14,4,7,16,14,11,17,8,13,12,15,12,14,13,16,12,14,11,13,17,14,13,16,17,8,15,13,13,10,159,163
,Callum Wilson,Striker,31,6,8,13,18,13,6,12,10,4,4,13,16,7,13,10,15,14,17,13,15,13,11,13,16,8,14,12,18,16,14,14,10,12,12,13,16,147,155
,Álex Baena,Attacking midfielder,21,12,12,14,14,15,14,10,13,12,8,16,11,9,16,15,12,11,11,12,14,2,14,13,11,10,11,14,11,13,14,13,8,15,13,13,11,144,164
,Aleksandar Mitrović,Striker,28,3,10,13,16,14,6,17,7,5,9,13,14,9,14,16,14,17,13,13,14,12,13,14,17,6,15,12,15,12,11,16,17,13,12,15,19,150,155
,Viktor Gyökeres,Striker,25,6,10,14,17,14,7,12,12,6,6,11,16,8,13,17,14,14,15,13,13,16,13,7,14,9,14,13,19,15,12,14,13,20,15,19,18,158,166
,Granit Xhaka,Cultured defensive midfielder,30,13,12,12,11,16,15,12,17,7,11,18,12,13,17,15,15,16,16,12,14,14,13,17,11,12,17,16,16,10,10,15,13,16,12,17,14,154,160
,Mehdi Taremi,Striker,30,5,11,14,14,15,8,13,11,8,6,14,17,8,15,15,15,14,15,14,16,12,15,12,14,7,14,14,13,12,14,14,14,16,13,14,14,149,156
,Xavi Simons,Wonderkid,20,12,11,16,12,16,13,9,12,5,8,15,13,9,16,15,13,12,14,12,13,15,16,10,13,9,14,15,14,15,16,12,10,15,15,15,9,153,170
,Ángel Correa,Winger,28,13,11,15,13,15,9,8,11,10,5,14,11,6,16,11,14,11,14,12,14,11,17,10,16,8,12,14,14,14,16,14,6,16,14,12,11,143,162
,Exequiel Palacios,Defensive midfielder,24,11,10,13,10,15,10,8,11,6,12,16,15,16,15,16,16,16,16,13,13,14,12,12,12,13,14,16,16,12,13,14,8,12,13,16,12,151,155
,Gabriel Martinelli,Enthusiastic winger,22,14,12,15,14,15,10,13,8,3,5,12,11,5,16,14,13,14,13,12,13,15,15,6,16,7,16,13,17,17,16,14,11,13,16,16,11,160,170
Wnt,Fabián,Cultured midfielder,27,8,12,14,13,16,9,11,15,9,12,16,11,14,16,11,14,12,14,12,15,11,15,11,14,14,15,15,13,12,12,16,14,15,11,15,12,151,157
Inj,Thiago,Experienced midfielder,32,10,12,15,7,17,11,9,10,4,11,16,11,13,17,14,15,12,16,13,14,13,17,13,14,12,14,17,14,12,16,14,9,12,10,13,8,149,173
FrA,Alex Teixeira,Experienced attacking midfielder,33,7,7,14,12,15,7,7,12,5,5,12,13,5,15,9,13,11,14,10,14,14,15,12,14,7,10,11,10,13,13,11,6,14,13,11,7,122,155
,Robin Le Normand,Centre-back,26,8,7,9,7,12,10,15,10,11,14,14,10,16,14,14,15,14,14,15,15,12,8,14,7,14,15,8,14,13,13,13,16,16,14,15,16,150,152
,Thomas Lemar,Winger,27,16,15,14,12,15,16,6,13,2,7,16,14,6,16,9,12,10,13,12,12,13,16,10,14,8,14,15,15,15,15,11,7,12,14,13,9,142,165
,Ferran Torres,Winger,23,8,13,15,14,15,11,11,12,7,6,12,12,7,15,10,13,12,12,13,13,14,14,9,16,7,12,13,13,15,14,14,12,15,15,13,13,148,155
,Stanislav Lobotka,Defensive midfielder,28,6,11,13,7,16,6,6,9,7,12,17,8,17,16,13,14,15,17,16,14,13,13,10,10,14,17,13,14,13,15,16,7,15,12,16,10,151,159
,Sandro Tonali,Midfielder,23,14,13,13,9,15,13,9,12,9,13,14,12,15,15,15,15,16,15,15,14,14,12,14,13,14,17,14,16,13,14,15,9,14,14,15,14,150,165
,Alexandre Lacazette,Experienced striker,32,5,11,14,15,15,11,13,12,3,5,12,15,5,15,10,14,12,14,14,14,10,14,15,16,7,15,12,13,13,14,15,10,13,13,13,12,139,161
,Julian Brandt,Attacking midfielder,27,14,13,15,12,17,14,7,14,6,8,16,11,8,17,8,13,10,15,12,13,9,16,7,13,8,12,16,12,13,15,12,10,12,14,15,10,154,158
,Brais Méndez,Winger,26,15,15,13,15,16,16,10,13,10,6,15,11,10,15,9,15,10,16,15,15,10,14,11,15,11,16,15,15,13,15,10,12,13,13,14,11,148,155
Inj,Nabil Fekir,Attacking midfielder,29,15,13,16,10,17,15,6,14,7,6,16,12,6,17,14,13,13,13,13,15,14,16,16,14,8,12,16,11,12,15,17,5,12,12,13,17,145,158
,Nicolò Zaniolo,Winger,24,13,11,16,13,14,9,12,16,6,5,12,12,5,14,18,11,14,15,9,9,16,15,6,13,9,9,13,12,15,13,15,13,13,16,14,17,142,155
,Harry Maguire,Centre-back,30,5,7,10,8,13,8,17,7,10,15,13,14,15,13,12,13,17,13,12,12,9,9,15,7,16,14,12,12,10,8,13,17,17,12,17,17,145,158
Wnt,Marc Guéhi,Centre-back,22,5,7,13,9,14,7,13,8,9,14,13,8,15,15,11,14,13,14,14,13,13,11,15,9,15,13,11,14,15,15,14,14,16,14,14,14,151,158
Inj,Anthony Martial,Striker,27,5,9,15,15,16,8,12,12,4,5,14,15,5,16,5,13,8,15,11,13,6,15,6,12,6,14,10,6,13,15,16,9,12,14,14,13,136,170
Wnt,Axel Witsel,Veteran centre-back,34,8,9,13,9,15,8,13,11,9,13,15,14,13,15,11,18,13,18,19,14,11,8,13,12,12,18,13,13,10,11,17,14,18,10,14,14,144,160
,Nacho,Experienced centre-back,33,7,11,10,10,13,8,14,8,13,15,13,7,15,10,15,15,14,13,14,14,12,9,13,12,14,16,10,17,13,13,14,11,15,13,14,15,142,155
,Fred,Midfielder,30,10,11,14,9,15,10,8,7,6,12,14,7,12,15,12,15,15,15,10,12,12,13,14,18,13,17,14,17,17,16,14,5,15,9,18,11,144,150
Loa,Éric Bailly,Centre-back,29,5,4,12,5,12,5,14,5,8,14,12,5,16,12,16,15,18,10,9,10,11,8,7,8,14,12,7,12,14,13,15,14,8,15,14,16,130,150
,Alejandro Balde,Wonderkid,19,8,13,14,9,14,9,8,9,10,11,12,8,12,14,12,13,13,11,11,12,12,13,7,15,11,13,14,14,17,16,12,9,15,17,14,10,149,179
,Yan Couto,Attacking full back,21,11,15,14,9,13,7,7,10,10,11,14,9,9,14,11,13,12,13,12,13,10,15,9,14,11,13,14,12,13,14,14,4,14,14,13,9,145,160
Trn,Hakim Ziyech,Winger,30,14,14,14,10,16,16,10,14,7,6,16,13,6,17,13,17,13,13,10,10,12,17,11,12,6,12,17,12,13,16,12,10,15,11,14,8,140,160
Inj,Tyler Adams,Midfielder,24,5,10,11,6,13,5,8,8,11,13,13,5,15,12,16,15,15,12,13,12,13,9,13,12,14,15,12,18,14,14,14,10,17,13,17,12,142,151
,Joselu,Experienced striker,33,5,9,12,16,15,10,15,12,6,7,13,13,10,13,10,14,14,15,13,13,6,13,6,14,7,14,12,15,12,13,12,15,11,13,14,15,139,147
,Nicolas Pépé,Winger,28,12,12,17,13,15,15,8,16,2,6,12,15,5,16,6,15,12,13,8,12,5,18,5,16,8,12,12,12,13,18,13,8,11,14,12,10,133,159
,Wissam Ben Yedder,Experienced striker,32,10,12,15,16,16,13,11,12,3,4,14,17,4,17,9,14,10,16,13,14,13,15,14,15,8,12,14,12,13,15,14,8,14,12,13,12,142,154
,Matheus Nunes,Midfielder,24,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,13,13,15,8,14,14,16,14,16,14,13,13,12,17,14,16,14,149,161
Inj,André-Franck Zambo Anguissa,Midfielder,27,4,10,15,11,16,5,12,11,4,12,16,9,16,15,14,16,14,14,14,14,15,16,12,16,14,14,13,15,14,13,18,12,15,14,15,16,151,162
,Nemanja Matić,Veteran midfielder,34,10,11,12,8,15,10,16,13,5,13,15,12,16,15,10,15,14,16,13,13,11,4,14,10,16,16,13,13,10,10,18,16,13,10,12,17,141,165
Wnt,Juan Foyth,Full-back,25,7,11,13,8,15,11,15,7,8,14,14,8,15,15,14,13,16,16,12,11,10,12,10,13,14,14,13,16,13,14,14,13,13,14,15,13,142,157
,Clément Lenglet,Centre-back,28,9,10,11,8,13,9,15,8,10,15,14,8,15,13,12,15,12,13,12,12,12,10,12,10,14,15,12,14,12,13,13,15,14,14,15,14,140,150
,Enzo Fernández,Cultured midfielder,22,12,12,13,12,15,9,7,16,8,10,16,14,14,16,15,14,13,14,13,14,13,14,12,17,13,15,17,14,12,14,16,10,17,12,16,13,158,174
,Stefan Savić,Experienced centre-back,32,6,7,8,8,11,5,12,8,9,14,12,8,13,10,14,16,14,15,14,14,13,8,13,7,14,15,11,14,12,11,9,12,10,11,13,13,134,155
,Luis Muriel,Experienced striker,32,6,11,17,15,17,15,9,16,4,4,13,17,4,17,11,15,10,13,10,12,13,18,7,15,2,10,14,10,14,13,14,10,12,15,10,14,138,155
,Marcel Sabitzer,Tireless midfielder,29,11,12,12,12,13,15,10,16,7,12,14,16,13,13,16,14,15,13,12,13,15,13,13,16,13,16,14,17,12,12,12,10,16,14,16,12,148,156
Trn,Matteo Guendouzi,Midfielder,24,7,14,14,9,15,11,12,11,5,12,15,7,15,16,14,14,15,12,12,13,12,14,12,14,13,15,15,16,14,15,14,11,13,14,16,12,143,160
Inj,Rodrigo Bentancur,Midfielder,26,12,12,14,10,15,12,12,11,7,14,16,8,15,14,16,15,13,15,13,14,10,11,10,10,16,14,14,16,12,14,14,13,14,13,15,14,150,164
Lst,Christian Eriksen,Midfielder,31,14,14,10,13,17,14,2,13,2,3,16,15,5,16,7,13,6,14,13,15,14,14,8,12,6,16,16,11,9,11,11,7,17,10,11,6,136,170
,Pau Torres,Centre-back,26,7,8,12,6,14,5,16,7,7,16,16,8,16,14,13,15,14,15,15,13,11,5,11,6,16,14,11,15,14,11,6,17,14,15,16,16,156,167
Inj,Ismaël Bennacer,Defensive midfielder,25,13,12,15,9,16,13,7,14,6,13,16,10,15,15,12,14,15,15,14,14,13,13,12,12,15,16,14,15,14,15,16,7,15,13,13,11,151,159
,Enner Valencia,Experienced striker,33,6,7,14,15,13,11,14,12,8,4,12,16,4,14,17,12,16,13,10,9,15,14,15,15,7,16,11,12,14,15,15,10,16,16,12,13,130,150
Inj,Íñigo Martínez,Experienced centre-back,32,7,7,9,8,12,12,14,16,7,15,15,7,15,15,17,15,16,14,11,11,14,13,14,7,17,15,13,15,14,12,13,12,12,13,13,15,139,165
,Divock Origi,Striker,28,6,11,14,13,14,9,12,14,8,7,13,13,7,14,10,12,11,13,12,12,6,13,8,13,7,13,13,12,13,14,15,13,11,15,14,14,137,154
,Nicolás Tagliafico,Full-back,30,8,12,11,7,13,11,15,9,13,15,13,6,16,12,19,14,17,12,13,12,13,12,16,13,14,15,12,17,11,13,14,13,13,11,14,13,134,155
,Diogo Jota,Striker,26,7,12,15,16,14,9,14,11,5,8,13,11,9,15,13,14,12,14,13,14,15,15,5,14,9,14,13,14,16,15,13,11,14,15,13,11,155,166
,Leandro Trossard,Winger,28,14,12,15,14,14,12,6,13,4,6,14,13,4,16,13,12,13,13,14,13,11,15,8,15,9,13,15,13,16,15,13,6,12,15,13,9,154,157
nEU,Ruben Loftus-Cheek,Midfielder,27,7,10,13,11,14,6,12,13,9,11,15,9,13,14,12,13,15,14,14,14,12,11,12,14,13,17,14,15,13,12,16,14,12,14,14,17,150,156
,Lucas Ocampos,Winger,28,10,11,14,13,13,8,12,12,11,3,12,14,6,13,14,12,15,12,11,11,14,15,14,15,6,13,11,15,14,12,11,12,14,14,13,13,142,155
nEU,Leandro Paredes,Defensive midfielder,29,15,12,12,10,14,15,12,14,7,12,15,13,14,16,15,13,12,13,13,14,9,11,9,12,14,13,13,12,14,14,13,10,14,14,15,14,138,155
,Germán Pezzella,Experienced centre-back,32,7,8,7,7,8,7,16,7,8,16,10,7,14,10,15,16,15,15,15,14,13,10,16,9,15,15,10,15,12,11,14,16,13,11,13,14,138,150
,Lucas Vázquez,Experienced winger,32,14,13,12,11,13,11,10,11,8,12,13,12,13,13,15,15,14,11,14,14,12,14,11,14,13,15,11,15,14,15,15,7,14,13,15,11,139,156
,Niclas Füllkrug,Striker,30,4,8,12,16,13,12,16,12,6,7,13,19,7,13,15,16,16,15,14,13,14,12,15,15,7,15,13,16,12,11,16,16,14,12,13,16,147,150
,Kalvin Phillips,Defensive midfielder,27,13,12,11,9,13,13,11,11,5,13,15,10,16,13,16,14,15,13,14,13,14,10,10,11,15,15,14,16,13,13,14,11,18,14,17,14,142,156
,Jordan Henderson,Experienced midfielder,33,10,12,11,8,14,10,10,9,9,14,14,10,14,14,14,15,16,15,15,15,17,11,19,13,15,18,13,18,12,12,14,12,14,13,14,14,145,165
,Youssef En-Nesyri,Striker,26,8,10,12,13,12,8,14,12,6,4,11,11,5,12,9,14,15,14,12,11,11,12,13,15,5,12,10,14,14,12,11,15,15,14,13,13,142,159
Wnt,Victor Lindelöf,Centre-back,28,3,10,12,7,14,6,13,4,10,15,13,12,14,14,8,14,9,13,14,14,10,7,10,8,15,14,12,13,13,13,13,14,16,13,16,13,142,150
,Pepê,Winger,26,9,12,16,11,14,8,10,10,5,7,13,10,11,16,10,13,11,12,12,12,14,16,8,14,12,12,12,15,15,15,13,8,13,14,16,9,150,157
,Christian Bassogog,Winger,27,10,11,16,10,13,8,6,7,6,5,10,10,5,14,10,10,10,9,8,11,9,17,7,11,6,9,8,10,16,13,12,8,13,15,9,12,121,140
,Victor Boniface,Striker,22,4,8,16,15,13,10,14,12,8,7,12,15,7,15,13,14,14,12,11,13,14,16,8,14,7,12,12,14,14,14,16,15,11,15,12,17,145,158
Sus,Ivan Toney,Striker,27,4,11,14,16,14,12,15,13,5,4,12,19,7,14,15,12,14,15,13,14,14,13,14,12,9,15,13,15,14,13,14,15,14,15,14,15,150,155
Inj,Piero Hincapié,Centre-back,21,3,10,13,6,12,4,13,6,14,15,13,8,16,12,16,13,17,13,13,12,14,11,10,11,14,14,12,16,14,12,13,14,13,15,14,14,145,166
,Lucas Torreira,Defensive midfielder,27,7,8,12,8,14,8,10,10,5,16,14,11,15,14,18,18,18,14,14,15,14,12,10,8,15,17,12,17,17,19,15,5,15,9,15,9,144,155
,Gabriel,Centre-back,25,4,7,10,6,12,4,17,6,7,15,13,7,16,13,16,14,16,12,13,14,11,8,11,9,15,16,13,14,13,13,14,17,13,15,16,17,156,160
,Alexander Isak,Striker,23,7,9,17,15,15,8,12,10,6,5,13,16,6,17,11,15,13,15,12,14,12,17,7,16,6,14,15,14,17,15,15,14,14,16,14,12,156,166
,Edmond Tapsoba,Centre-back,24,3,7,12,7,12,8,13,7,8,16,15,15,15,13,13,14,13,16,13,13,13,10,12,8,16,14,14,12,13,12,16,15,13,14,13,15,150,156
,Ansu Fati,Wonderkid,20,6,12,14,14,14,6,10,13,5,3,12,11,4,15,8,13,11,13,11,11,14,18,9,15,4,9,13,9,15,15,12,8,15,14,11,10,142,153
,Emre Can,Strong defensive midfielder,29,8,8,12,10,14,10,14,14,11,13,15,16,15,15,17,13,16,15,12,12,15,13,14,11,13,13,13,16,12,10,16,13,14,16,15,16,141,155
,Joshua Zirkzee,Unpredictable striker,22,4,10,17,13,15,12,12,12,4,5,16,12,9,18,13,14,12,12,12,15,9,19,10,13,10,17,16,13,13,14,13,13,14,14,15,15,148,165
Ret,Leonardo Bonucci,Veteran centre-back,36,5,7,8,8,13,12,15,12,10,14,16,16,13,13,15,16,15,16,14,13,14,10,17,8,16,15,16,13,9,8,15,14,16,11,11,14,135,173
,Franck Kessié,Tireless midfielder,26,4,6,11,12,11,5,9,10,7,14,12,17,14,11,16,13,16,13,13,13,15,8,14,12,14,17,11,16,12,12,16,10,17,14,17,17,147,165
,César Azpilicueta,Experienced full-back,33,8,15,12,6,11,7,10,9,11,14,13,8,15,15,15,15,15,14,16,15,16,8,17,11,14,17,10,16,10,12,11,10,15,11,12,12,139,165
,Ivan Perišić,Attacking full back,34,15,17,14,14,15,12,16,12,9,10,13,14,12,14,14,15,11,13,13,13,12,12,11,17,11,10,13,14,12,12,13,14,17,11,15,12,142,159
,Dani Ceballos,Midfielder,26,11,12,14,12,15,11,6,12,11,7,16,9,11,15,13,12,15,12,13,13,9,14,10,13,12,13,15,11,13,14,13,7,11,13,12,9,140,163
Inj,Francesco Acerbi,Powerful centre-back,35,4,9,7,9,11,6,17,5,6,16,13,9,17,12,15,17,17,12,17,13,17,11,14,9,14,17,12,18,10,10,15,16,19,11,17,17,152,155
Wnt,Dani Parejo,Veteran midfielder,34,12,14,12,12,15,16,8,15,8,8,17,17,13,14,11,15,11,15,11,15,13,13,15,12,13,14,16,15,8,9,12,10,15,9,10,10,139,159
,Loïs Openda,Striker,23,6,8,14,15,14,12,14,11,6,6,11,16,6,14,15,14,12,13,11,13,13,14,6,15,6,12,11,12,17,15,12,12,14,17,12,13,150,158
,Krzysztof Piątek,Nomadic striker,28,6,7,10,14,13,8,14,10,6,6,12,16,7,12,13,15,15,15,14,14,10,10,12,15,6,12,11,14,13,12,16,14,12,10,13,12,125,145
nEU,Fikayo Tomori,Centre-back,25,4,7,9,8,11,7,15,7,11,15,13,6,16,11,17,16,16,12,14,13,12,5,13,8,14,15,12,14,16,13,15,13,15,16,16,15,152,158
,Ebere Eze,Attacking midfielder,25,14,13,17,13,15,13,6,13,5,6,15,13,7,17,8,13,8,16,13,13,13,17,9,14,9,15,15,13,13,16,16,9,13,13,12,13,152,155
,Benjamin White,Full-back,25,3,11,11,5,14,3,15,6,7,15,14,5,15,14,13,17,15,16,14,15,14,13,11,12,16,16,13,14,14,14,13,13,13,14,15,14,155,162
,Rúben Neves,Cultured defensive midfielder,26,14,13,12,11,14,14,9,15,7,11,17,16,13,16,13,15,12,15,13,14,14,11,14,11,14,16,17,15,12,13,14,11,14,11,14,12,146,165
Wnt,David Neres,Confident winger,26,14,14,18,13,17,10,8,12,7,5,16,10,5,17,12,14,11,13,9,12,11,20,5,16,6,11,15,8,16,16,15,9,8,14,12,11,149,157
,Álex Grimaldo,Attacking full back,27,17,16,15,13,16,18,8,16,13,10,16,13,13,16,12,14,13,16,12,14,11,15,12,16,11,14,16,15,15,15,12,7,15,14,16,8,154,156
Wnt,Noussair Mazraoui,Full-back,25,8,12,14,9,15,7,11,12,12,11,14,10,14,15,13,12,15,13,12,13,10,15,11,14,12,16,14,16,14,15,12,11,10,14,15,10,149,155
,Lorenzo Pellegrini,Attacking midfielder,27,15,15,14,11,15,15,9,12,4,11,15,12,13,16,13,15,14,12,11,12,13,16,13,15,13,15,16,15,13,14,11,10,15,12,12,10,147,155
,Giovanni Di Lorenzo,Full-back,29,4,13,11,11,12,3,17,12,11,14,13,10,16,11,15,14,16,13,13,12,15,6,15,14,13,17,11,17,15,14,15,14,19,16,18,14,151,159
Wnt,Alessio Romagnoli,Centre-back,28,4,4,8,9,12,4,16,6,13,15,14,12,15,13,14,14,15,15,13,13,14,5,14,8,15,15,12,15,12,12,15,15,14,13,16,16,146,155
,Brahim Díaz,Attacking midfielder,23,12,12,16,13,15,9,6,12,7,7,15,12,8,16,9,14,14,13,14,12,15,15,8,15,9,14,15,14,16,16,13,7,13,14,12,6,150,159
,Jordan Veretout,Midfielder,30,15,15,12,13,13,14,8,14,6,10,16,17,11,14,12,14,11,15,11,14,10,11,6,16,9,15,14,15,12,14,16,9,12,14,16,12,144,154
,Jarrad Branthwaite,Centre-back,21,3,6,10,7,12,7,15,5,9,11,10,6,14,12,14,13,17,15,13,12,11,13,11,11,13,13,12,14,13,12,13,18,13,12,13,13,145,160
,Alexis Mac Allister,Cultured attacking midfielder,24,14,14,13,14,16,16,10,15,8,9,16,16,14,16,15,15,14,16,15,16,12,14,11,14,14,16,16,15,13,12,12,8,14,13,14,12,158,165
,Benjamin Mendy,Full-back,28,11,15,14,8,13,9,12,11,15,12,14,10,14,14,14,12,13,13,12,13,12,13,13,14,11,14,12,15,14,11,14,13,12,15,13,16,138,160
,James Ward-Prowse,Tireless midfielder,28,20,18,10,12,13,20,7,11,6,9,15,13,13,15,15,13,13,14,13,13,15,11,18,13,12,17,15,19,10,12,13,7,20,11,20,12,150,155
,Eric García,Centre-back,22,6,10,12,8,14,8,13,8,8,14,15,9,14,14,11,14,12,15,14,14,14,11,14,12,15,15,14,14,13,14,12,12,12,13,14,13,144,155
,Christian Pulisic,Winger,24,13,14,16,14,16,10,7,13,7,6,14,11,8,15,13,15,14,14,13,13,12,15,12,15,8,13,15,12,15,16,11,8,13,14,14,10,153,162
,João Pedro Galvão,Nomadic striker,31,6,8,11,13,13,15,14,10,8,4,13,15,3,14,13,13,11,13,9,14,8,8,14,14,6,13,12,11,11,11,16,14,15,9,11,14,123,150
